repo_name,agent,file_path,total_commits,introduction_date,last_modified_date,lifespan_days,total_lines_added,total_lines_deleted,modification_types,provenance,provenance_shift
halo-dev__halo,Copilot,.codex/skills/openspec-archive-change/SKILL.md,2,2026-05-09 13:30:41 +0800,2026-05-29 15:13:37 +0800,20.0,1,1,minor_fix,unknown,none
halo-dev__halo,Copilot,.codex/skills/openspec-explore/SKILL.md,2,2026-05-09 13:30:41 +0800,2026-05-29 15:13:37 +0800,20.0,1,1,minor_fix,unknown,none
halo-dev__halo,Copilot,.codex/skills/openspec-propose/SKILL.md,2,2026-05-09 13:30:41 +0800,2026-05-29 15:13:37 +0800,20.0,1,1,minor_fix,unknown,none
halo-dev__halo,Copilot,.github/skills/openspec-apply-change/SKILL.md,2,2026-05-09 13:30:41 +0800,2026-05-29 15:13:37 +0800,20.0,3,3,content_update,unknown,none
halo-dev__halo,Copilot,.github/skills/openspec-archive-change/SKILL.md,2,2026-05-09 13:30:41 +0800,2026-05-29 15:13:37 +0800,20.0,1,1,minor_fix,unknown,none
halo-dev__halo,Copilot,.github/skills/openspec-explore/SKILL.md,2,2026-05-09 13:30:41 +0800,2026-05-29 15:13:37 +0800,20.0,1,1,minor_fix,unknown,none
halo-dev__halo,Copilot,.github/skills/openspec-propose/SKILL.md,2,2026-05-09 13:30:41 +0800,2026-05-29 15:13:37 +0800,20.0,1,1,minor_fix,unknown,none
dotnet__docs-desktop,Copilot,.github/skills/redirect-article/SKILL.md,1,2026-04-01 09:27:09 -0700,2026-04-01 09:27:09 -0700,,0,0,,unknown,none
dotnet__docs-desktop,Copilot,.github/skills/sort-redirects/SKILL.md,1,2026-04-01 09:27:09 -0700,2026-04-01 09:27:09 -0700,,0,0,,unknown,none
theepicsaxguy__homelab,Copilot,.claude/skills/agents-md-updater/SKILL.md,2,2026-03-02 17:06:27 +0100,2026-05-05 14:29:15 +0200,63.0,93,0,bulk_import,marketplace,none
theepicsaxguy__homelab,Copilot,.claude/skills/cilium-hubble/SKILL.md,2,2026-04-13 10:48:49 +0200,2026-05-05 14:29:15 +0200,22.0,37,0,bulk_import,marketplace,none
Crownicles__Crownicles,Copilot,.github/skills/create-small-event/SKILL.md,1,2026-02-08 12:14:06 +0100,2026-02-08 12:14:06 +0100,0.0,0,0,,scratch,none
PowerShell__vscode-powershell,Copilot,.github/skills/release/SKILL.md,2,2026-04-15 16:26:36 -0700,2026-05-18 11:34:57 -0700,,85,11,rename_or_move,from_acf,none
PowerShell__vscode-powershell,Copilot,.github/skills/update-npm-packages/SKILL.md,1,2026-04-15 16:26:36 -0700,2026-04-15 16:26:36 -0700,,0,0,,from_acf,none
microsoft__debugpy,Copilot,.claude/skills/click/SKILL.md,1,2026-04-03 15:10:02 -0700,2026-04-03 15:10:02 -0700,,0,0,,marketplace,none
microsoft__debugpy,Copilot,.claude/skills/django/SKILL.md,1,2026-04-03 15:10:02 -0700,2026-04-03 15:10:02 -0700,,0,0,,marketplace,none
microsoft__debugpy,Copilot,.claude/skills/flask/SKILL.md,1,2026-04-03 15:10:02 -0700,2026-04-03 15:10:02 -0700,,0,0,,marketplace,none
microsoft__debugpy,Copilot,.claude/skills/jinja2/SKILL.md,1,2026-04-03 15:10:02 -0700,2026-04-03 15:10:02 -0700,,0,0,,unknown,none
microsoft__debugpy,Copilot,.claude/skills/numpy/SKILL.md,1,2026-04-03 15:10:02 -0700,2026-04-03 15:10:02 -0700,,0,0,,unknown,none
microsoft__debugpy,Copilot,.claude/skills/pytest/SKILL.md,1,2026-04-03 15:10:02 -0700,2026-04-03 15:10:02 -0700,,0,0,,unknown,none
microsoft__debugpy,Copilot,.claude/skills/requests/SKILL.md,1,2026-04-03 15:10:02 -0700,2026-04-03 15:10:02 -0700,,0,0,,unknown,none
microsoft__playwright,Copilot,.claude/skills/playwright-dev/SKILL.md,10,2026-02-13 19:51:14 -0800,2026-05-27 16:16:12 -0700,0.0,11,11,minor_fix|minor_fix|content_update|minor_fix|minor_fix|deletion|minor_fix|minor_fix|minor_fix,unknown,none
microsoft__playwright,Copilot,.claude/skills/playwright-devops/SKILL.md,1,2026-04-18 19:37:03 -0700,2026-04-18 19:37:03 -0700,,0,0,,unknown,none
OWASP__mastg,Copilot,.github/skills/mastg-assign-ids/SKILL.md,2,2026-05-23 19:25:49 +0200,2026-05-23 21:08:31 +0200,0.0,2,0,minor_fix,scratch,none
JanDeDobbeleer__oh-my-posh,Copilot,.github/skills/segment-create/SKILL.md,6,2025-09-18 13:31:46 +0200,2026-03-09 18:03:06 +0100,172.0,169,0,rename_or_move|minor_fix|minor_fix|minor_fix|content_update,scratch,none
JanDeDobbeleer__oh-my-posh,Copilot,.github/skills/segment-docs/SKILL.md,3,2026-03-09 08:45:02 +0100,2026-03-09 18:22:12 +0100,0.0,3,1,minor_fix|minor_fix,from_acf,none
microsoft__openvmm,Copilot,.github/skills/fuzzing/SKILL.md,2,2026-03-18 10:17:27 -0700,2026-04-15 11:10:05 -0400,,1,1,deletion,unknown,none
microsoft__openvmm,Copilot,.github/skills/guide-maintenance/SKILL.md,1,2026-03-12 12:41:58 -0700,2026-03-12 12:41:58 -0700,,0,0,,from_acf,none
microsoft__openvmm,Copilot,.github/skills/openvmm-ci-investigation/SKILL.md,3,2026-03-13 10:09:42 -0700,2026-04-16 16:39:00 -0700,,86,11,content_update|content_update,from_acf,none
microsoft__openvmm,Copilot,.github/skills/vmm-tests/SKILL.md,1,2026-04-16 16:39:00 -0700,2026-04-16 16:39:00 -0700,,0,0,,unknown,none
microsoft__kiota,Copilot,.github/skills/codegen-literal-security-scan/SKILL.md,1,2026-04-13 14:59:01 -0400,2026-04-13 14:59:01 -0400,,0,0,,unknown,none
dotnet__dev-proxy,Copilot,.github/skills/publish-to-winget/SKILL.md,1,2026-05-15 10:55:56 +0100,2026-05-15 10:55:56 +0100,0.0,0,0,,from_acf,none
dotnet__dev-proxy,Copilot,.github/skills/upgrade-devproxy-version/SKILL.md,1,2026-01-08 10:41:30 +0100,2026-01-08 10:41:30 +0100,0.0,0,0,,marketplace,none
cybersemics__em,Copilot,.github/skills/browser-control-chrome/SKILL.md,1,2026-05-27 19:16:05 +0100,2026-05-27 19:16:05 +0100,0.0,0,0,,scratch,none
cybersemics__em,Copilot,.github/skills/browser-control-ios-touch-fallback/SKILL.md,1,2026-05-27 19:16:05 +0100,2026-05-27 19:16:05 +0100,0.0,0,0,,scratch,none
cybersemics__em,Copilot,.github/skills/browser-control-ios/SKILL.md,1,2026-05-27 19:16:05 +0100,2026-05-27 19:16:05 +0100,0.0,0,0,,scratch,none
cybersemics__em,Copilot,.github/skills/browser-control/SKILL.md,1,2026-05-27 19:16:05 +0100,2026-05-27 19:16:05 +0100,0.0,0,0,,unknown,none
cybersemics__em,Copilot,.github/skills/ci-monitor/SKILL.md,2,2026-04-27 18:46:21 +0100,2026-04-27 11:50:26 -0700,0.0,1,0,deletion,unknown,none
cybersemics__em,Copilot,.github/skills/interaction-gestures/SKILL.md,1,2026-05-27 19:16:05 +0100,2026-05-27 19:16:05 +0100,0.0,0,0,,unknown,none
cybersemics__em,Copilot,.github/skills/interaction-ios-select-text/SKILL.md,1,2026-05-27 19:16:05 +0100,2026-05-27 19:16:05 +0100,0.0,0,0,,unknown,none
cybersemics__em,Copilot,.github/skills/issue-repro/SKILL.md,3,2026-05-07 00:39:20 +0100,2026-05-27 19:16:05 +0100,20.0,114,192,content_update|content_update,unknown,none
cybersemics__em,Copilot,.github/skills/plan/SKILL.md,1,2026-05-27 19:35:48 +0100,2026-05-27 19:35:48 +0100,0.0,0,0,,unknown,none
cybersemics__em,Copilot,.github/skills/puppeteer-update-snapshots/SKILL.md,3,2026-04-10 01:29:02 +0100,2026-04-27 11:50:26 -0700,17.0,5,2,minor_fix|deletion,unknown,none
cybersemics__em,Copilot,.github/skills/test-diagnosis/SKILL.md,2,2026-04-27 18:46:21 +0100,2026-04-27 11:50:26 -0700,0.0,6,0,deletion,unknown,none
Azure__azure-container-networking,Copilot,.github/skills/acn-go-context-lifecycle/SKILL.md,1,2026-04-16 13:33:02 -0500,2026-04-16 13:33:02 -0500,,0,0,,unknown,none
Azure__azure-container-networking,Copilot,.github/skills/acn-go-control-plane-contracts/SKILL.md,1,2026-04-16 13:33:02 -0500,2026-04-16 13:33:02 -0500,,0,0,,from_acf,none
Azure__azure-container-networking,Copilot,.github/skills/acn-go-design-boundaries/SKILL.md,1,2026-04-16 13:33:02 -0500,2026-04-16 13:33:02 -0500,,0,0,,from_acf,none
Azure__azure-container-networking,Copilot,.github/skills/acn-go-errors-logging/SKILL.md,1,2026-04-16 13:33:02 -0500,2026-04-16 13:33:02 -0500,,0,0,,unknown,none
Azure__azure-container-networking,Copilot,.github/skills/acn-go-http-api-contracts/SKILL.md,1,2026-04-16 13:33:02 -0500,2026-04-16 13:33:02 -0500,,0,0,,unknown,none
Azure__azure-container-networking,Copilot,.github/skills/acn-go-interfaces-dependencies/SKILL.md,1,2026-04-16 13:33:02 -0500,2026-04-16 13:33:02 -0500,,0,0,,unknown,none
Azure__azure-container-networking,Copilot,.github/skills/acn-go-platform-abstraction/SKILL.md,1,2026-04-16 13:33:02 -0500,2026-04-16 13:33:02 -0500,,0,0,,unknown,none
Azure__azure-container-networking,Copilot,.github/skills/acn-go-types-parsing/SKILL.md,1,2026-04-16 13:33:02 -0500,2026-04-16 13:33:02 -0500,,0,0,,unknown,none
markuplint__markuplint,Copilot,.claude/skills/framework-parsers/SKILL.md,4,2026-02-09 10:04:30 +0900,2026-03-14 23:22:46 +0900,33.0,36,3,rename_or_move|minor_fix|content_update,unknown,none
txtx__surfpool,Copilot,.claude/skills/surfpool-anchor-smoke/SKILL.md,1,2026-05-13 10:12:38 -0400,2026-05-13 10:12:38 -0400,,0,0,,scratch,none
hpcc-systems__HPCC-Platform,Copilot,.github/skills/code-review/SKILL.md,1,2026-04-02 17:53:00 +0100,2026-04-02 17:53:00 +0100,0.0,0,0,,unknown,none
Z3Prover__z3,Copilot,.github/skills/benchmark/SKILL.md,2,2026-03-11 17:41:29 +0000,2026-03-11 19:51:59 +0000,0.0,34,3,content_update,scratch,none
Z3Prover__z3,Copilot,.github/skills/encode/SKILL.md,2,2026-03-11 17:41:29 +0000,2026-03-11 19:51:59 +0000,0.0,33,5,content_update,scratch,none
Z3Prover__z3,Copilot,.github/skills/explain/SKILL.md,2,2026-03-11 17:41:29 +0000,2026-03-11 19:51:59 +0000,0.0,33,2,content_update,scratch,none
Z3Prover__z3,Copilot,.github/skills/memory-safety/SKILL.md,2,2026-03-11 17:41:29 +0000,2026-03-11 19:51:59 +0000,0.0,45,6,content_update,unknown,none
Z3Prover__z3,Copilot,.github/skills/optimize/SKILL.md,2,2026-03-11 17:41:29 +0000,2026-03-11 19:51:59 +0000,0.0,32,5,content_update,unknown,none
Z3Prover__z3,Copilot,.github/skills/prove/SKILL.md,2,2026-03-11 17:41:29 +0000,2026-03-11 19:51:59 +0000,0.0,33,4,content_update,unknown,none
Z3Prover__z3,Copilot,.github/skills/simplify/SKILL.md,2,2026-03-11 17:41:29 +0000,2026-03-11 19:51:59 +0000,0.0,30,2,content_update,unknown,none
Z3Prover__z3,Copilot,.github/skills/solve/SKILL.md,2,2026-03-11 17:41:29 +0000,2026-03-11 19:51:59 +0000,0.0,33,8,content_update,unknown,none
Z3Prover__z3,Copilot,.github/skills/static-analysis/SKILL.md,2,2026-03-11 17:41:29 +0000,2026-03-11 19:51:59 +0000,0.0,41,6,content_update,unknown,none
benbalter__wordpress-to-jekyll-exporter,Copilot,.github/skills/wp-phpstan/SKILL.md,1,2026-04-28 15:55:45 -0400,2026-04-28 15:55:45 -0400,,0,0,,marketplace,none
benbalter__wordpress-to-jekyll-exporter,Copilot,.github/skills/wp-plugin-development/SKILL.md,1,2026-04-28 15:55:45 -0400,2026-04-28 15:55:45 -0400,,0,0,,marketplace,none
benbalter__wordpress-to-jekyll-exporter,Copilot,.github/skills/wp-wpcli-and-ops/SKILL.md,1,2026-04-28 15:55:45 -0400,2026-04-28 15:55:45 -0400,,0,0,,marketplace,none
TypedDevs__bashunit,OpenAI_Codex,.claude/skills/add-assertion/SKILL.md,3,2026-02-10 00:33:53 +0100,2026-03-14 14:38:06 +0100,32.0,28,369,minor_fix|content_update,scratch,none
TypedDevs__bashunit,OpenAI_Codex,.claude/skills/check-coverage/SKILL.md,2,2026-02-10 00:33:53 +0100,2026-03-14 14:38:06 +0100,32.0,27,319,content_update,scratch,none
TypedDevs__bashunit,OpenAI_Codex,.claude/skills/commit/SKILL.md,1,2026-03-14 14:01:30 +0100,2026-03-14 14:01:30 +0100,0.0,0,0,,marketplace,none
TypedDevs__bashunit,OpenAI_Codex,.claude/skills/fix-test/SKILL.md,2,2026-02-10 00:33:53 +0100,2026-03-14 14:38:06 +0100,32.0,26,265,content_update,unknown,none
TypedDevs__bashunit,OpenAI_Codex,.claude/skills/gh-issue/SKILL.md,1,2026-03-14 14:01:30 +0100,2026-03-14 14:01:30 +0100,0.0,0,0,,unknown,none
TypedDevs__bashunit,OpenAI_Codex,.claude/skills/pr/SKILL.md,4,2026-02-21 13:47:11 +0100,2026-03-14 14:38:06 +0100,21.0,65,60,content_update|content_update|minor_fix,unknown,none
TypedDevs__bashunit,OpenAI_Codex,.claude/skills/pre-release/SKILL.md,3,2026-02-10 00:33:53 +0100,2026-03-14 14:38:06 +0100,32.0,40,398,content_update|content_update,unknown,none
TypedDevs__bashunit,OpenAI_Codex,.claude/skills/release/SKILL.md,2,2026-03-16 12:59:18 +0100,2026-03-20 11:41:26 +0100,3.0,24,1,content_update,unknown,none
TypedDevs__bashunit,OpenAI_Codex,.claude/skills/tdd-cycle/SKILL.md,2,2026-02-10 00:33:53 +0100,2026-03-14 14:38:06 +0100,32.0,26,107,content_update,unknown,none
nodetool-ai__nodetool,OpenAI_Codex,.claude/skills/nodetool-agent-config/SKILL.md,2,2026-04-26 00:45:42 +0200,2026-04-28 10:19:56 +0000,2.0,1,1,rename_or_move,unknown,none
nodetool-ai__nodetool,OpenAI_Codex,.claude/skills/nodetool-api-reference/SKILL.md,1,2026-04-26 00:45:42 +0200,2026-04-26 00:45:42 +0200,0.0,0,0,,unknown,none
nodetool-ai__nodetool,OpenAI_Codex,.claude/skills/nodetool-browser-agent/SKILL.md,2,2026-04-26 00:45:42 +0200,2026-04-28 10:19:56 +0000,2.0,2,2,rename_or_move,scratch,none
nodetool-ai__nodetool,OpenAI_Codex,.claude/skills/nodetool-chat-cli/SKILL.md,1,2026-04-26 00:45:42 +0200,2026-04-26 00:45:42 +0200,0.0,0,0,,unknown,none
nodetool-ai__nodetool,OpenAI_Codex,.claude/skills/nodetool-custom-node-developer/SKILL.md,4,2026-04-26 00:45:42 +0200,2026-06-01 00:05:29 +0000,36.0,75,34,rename_or_move|content_update|deletion,unknown,none
nodetool-ai__nodetool,OpenAI_Codex,.claude/skills/nodetool-deployment/SKILL.md,1,2026-04-26 00:45:42 +0200,2026-04-26 00:45:42 +0200,0.0,0,0,,unknown,none
nodetool-ai__nodetool,OpenAI_Codex,.claude/skills/nodetool-model-provider-config/SKILL.md,3,2026-04-26 00:45:42 +0200,2026-05-07 15:06:37 +0200,11.0,4,4,rename_or_move|content_update,unknown,none
nodetool-ai__nodetool,OpenAI_Codex,.claude/skills/nodetool-rag-indexing/SKILL.md,1,2026-04-26 00:45:42 +0200,2026-04-26 00:45:42 +0200,0.0,0,0,,unknown,none
nodetool-ai__nodetool,OpenAI_Codex,.claude/skills/nodetool-troubleshooter/SKILL.md,1,2026-04-26 00:45:42 +0200,2026-04-26 00:45:42 +0200,0.0,0,0,,unknown,none
nodetool-ai__nodetool,OpenAI_Codex,.claude/skills/nodetool-workflow-builder/SKILL.md,3,2026-04-26 00:45:42 +0200,2026-05-07 15:06:37 +0200,11.0,3,3,rename_or_move|minor_fix,unknown,none
nodetool-ai__nodetool,OpenAI_Codex,.claude/skills/unslop/SKILL.md,2,2026-04-25 13:27:48 +0000,2026-04-28 10:19:56 +0000,2.0,1,1,rename_or_move,unknown,none
nodetool-ai__nodetool,OpenAI_Codex,.claude/skills/yts806379-everything-claude-code-e2e-testing/SKILL.md,1,2026-04-26 00:45:42 +0200,2026-04-26 00:45:42 +0200,0.0,0,0,,unknown,none
Trendyol__stove,OpenAI_Codex,.claude/skills/stove/SKILL.md,17,2026-02-19 10:37:37 +0100,2026-05-20 09:31:40 +0200,89.0,483,365,minor_fix|minor_fix|minor_fix|content_update|deletion|content_update|minor_fix|minor_fix|minor_fix|minor_fix|minor_fix|minor_fix|minor_fix|minor_fix|minor_fix|content_update,marketplace,marketplace_to_custom
receptron__mulmocast-cli,OpenAI_Codex,.claude/skills/conversation-chat/SKILL.md,1,2026-03-01 06:52:05 +0900,2026-03-01 06:52:05 +0900,0.0,0,0,,scratch,none
receptron__mulmocast-cli,OpenAI_Codex,.claude/skills/elevenlabs-model-update/SKILL.md,1,2026-02-16 22:17:35 +0900,2026-02-16 22:17:35 +0900,0.0,0,0,,scratch,none
receptron__mulmocast-cli,OpenAI_Codex,.claude/skills/replicate-api-check/SKILL.md,2,2026-04-18 13:17:46 +0900,2026-04-18 13:25:35 +0900,0.0,3,2,content_update,scratch,none
receptron__mulmocast-cli,OpenAI_Codex,.claude/skills/story/SKILL.md,16,2026-02-20 09:20:56 +0900,2026-03-03 05:08:09 +0900,10.0,698,761,content_update|content_update|content_update|content_update|content_update|content_update|minor_fix|content_update|minor_fix|content_update|content_update|minor_fix|content_update|content_update|minor_fix,unknown,none
receptron__mulmocast-cli,OpenAI_Codex,.claude/skills/stroke-order/SKILL.md,1,2026-03-01 06:52:05 +0900,2026-03-01 06:52:05 +0900,0.0,0,0,,unknown,none
receptron__mulmocast-cli,OpenAI_Codex,.claude/skills/vocab-chat/SKILL.md,1,2026-03-01 06:52:05 +0900,2026-03-01 06:52:05 +0900,0.0,0,0,,unknown,none
receptron__mulmocast-cli,OpenAI_Codex,.claude/skills/vocab-lesson/SKILL.md,2,2026-03-01 06:52:05 +0900,2026-03-01 16:23:36 +0900,0.0,1,1,minor_fix,unknown,none
enviodev__hyperindex,OpenAI_Codex,.claude/skills/ci/SKILL.md,1,2026-03-04 15:31:30 +0200,2026-03-04 15:31:30 +0200,0.0,0,0,,scratch,none
enviodev__hyperindex,OpenAI_Codex,packages/cli/templates/static/shared/.claude/skills/envio-docs/SKILL.md,1,2026-05-25 18:55:27 +0400,2026-05-25 18:55:27 +0400,0.0,0,0,,marketplace,none
enviodev__hyperindex,OpenAI_Codex,packages/cli/templates/static/shared/.claude/skills/indexer-blocks/SKILL.md,7,2026-02-18 10:34:25 +0200,2026-05-25 18:55:27 +0400,96.0,74,3,rename_or_move|minor_fix|minor_fix|rename_or_move|content_update|minor_fix,from_acf,none
enviodev__hyperindex,OpenAI_Codex,packages/cli/templates/static/shared/.claude/skills/indexer-configuration/SKILL.md,7,2026-02-18 10:34:25 +0200,2026-05-25 18:55:27 +0400,96.0,157,3,rename_or_move|minor_fix|minor_fix|rename_or_move|content_update|minor_fix,unknown,none
enviodev__hyperindex,OpenAI_Codex,packages/cli/templates/static/shared/.claude/skills/indexer-external-calls/SKILL.md,6,2026-02-18 10:34:25 +0200,2026-05-25 18:55:27 +0400,96.0,177,84,rename_or_move|minor_fix|content_update|content_update|minor_fix,unknown,none
enviodev__hyperindex,OpenAI_Codex,packages/cli/templates/static/shared/.claude/skills/indexer-factory/SKILL.md,4,2026-02-18 10:34:25 +0200,2026-05-25 18:55:27 +0400,96.0,83,3,rename_or_move|content_update|minor_fix,unknown,none
enviodev__hyperindex,OpenAI_Codex,packages/cli/templates/static/shared/.claude/skills/indexer-filters/SKILL.md,7,2026-02-18 10:34:25 +0200,2026-05-25 18:55:27 +0400,96.0,166,3,rename_or_move|minor_fix|rename_or_move|minor_fix|content_update|minor_fix,unknown,none
enviodev__hyperindex,OpenAI_Codex,packages/cli/templates/static/shared/.claude/skills/indexer-handlers/SKILL.md,9,2026-02-18 10:34:25 +0200,2026-05-25 18:55:27 +0400,96.0,132,3,minor_fix|rename_or_move|minor_fix|minor_fix|rename_or_move|rename_or_move|content_update|minor_fix,unknown,none
enviodev__hyperindex,OpenAI_Codex,packages/cli/templates/static/shared/.claude/skills/indexer-multichain/SKILL.md,5,2026-02-18 10:34:25 +0200,2026-05-25 18:55:27 +0400,96.0,70,3,rename_or_move|rename_or_move|content_update|minor_fix,unknown,none
enviodev__hyperindex,OpenAI_Codex,packages/cli/templates/static/shared/.claude/skills/indexer-performance/SKILL.md,6,2026-02-18 10:34:25 +0200,2026-05-25 18:55:27 +0400,96.0,72,3,rename_or_move|minor_fix|rename_or_move|content_update|minor_fix,unknown,none
enviodev__hyperindex,OpenAI_Codex,packages/cli/templates/static/shared/.claude/skills/indexer-schema/SKILL.md,6,2026-02-18 10:34:25 +0200,2026-05-25 18:55:27 +0400,96.0,169,3,rename_or_move|rename_or_move|minor_fix|content_update|minor_fix,unknown,none
enviodev__hyperindex,OpenAI_Codex,packages/cli/templates/static/shared/.claude/skills/indexer-testing/SKILL.md,7,2026-02-18 10:34:25 +0200,2026-05-25 18:55:27 +0400,96.0,173,5,rename_or_move|minor_fix|minor_fix|rename_or_move|content_update|content_update,unknown,none
enviodev__hyperindex,OpenAI_Codex,packages/cli/templates/static/shared/.claude/skills/indexer-traces/SKILL.md,4,2026-02-18 10:34:25 +0200,2026-05-25 18:55:27 +0400,96.0,60,3,rename_or_move|content_update|minor_fix,unknown,none
enviodev__hyperindex,OpenAI_Codex,packages/cli/templates/static/shared/.claude/skills/indexer-transactions/SKILL.md,4,2026-02-18 10:34:25 +0200,2026-05-25 18:55:27 +0400,96.0,66,3,rename_or_move|content_update|minor_fix,unknown,none
enviodev__hyperindex,OpenAI_Codex,packages/cli/templates/static/shared/.claude/skills/indexer-troubleshooting/SKILL.md,1,2026-05-25 17:55:31 +0400,2026-05-25 17:55:31 +0400,0.0,0,0,,unknown,none
enviodev__hyperindex,OpenAI_Codex,packages/cli/templates/static/shared/.claude/skills/indexer-wildcard/SKILL.md,5,2026-02-18 10:34:25 +0200,2026-05-25 18:55:27 +0400,96.0,73,3,rename_or_move|minor_fix|content_update|minor_fix,unknown,none
tambo-ai__tambo,OpenAI_Codex,.claude/skills/ai-sdk-model-manager/SKILL.md,4,2025-11-26 15:08:12 -0800,2026-04-02 16:03:01 -0700,,221,217,rename_or_move|minor_fix|rename_or_move,marketplace,none
tambo-ai__tambo,OpenAI_Codex,.claude/skills/api-resource-lifecycle/SKILL.md,1,2026-04-06 15:01:12 -0500,2026-04-06 15:01:12 -0500,,0,0,,from_acf,none
tambo-ai__tambo,OpenAI_Codex,.claude/skills/building-settings-ui/SKILL.md,2,2026-04-06 15:01:12 -0500,2026-04-08 13:32:40 -0500,,125,38,rename_or_move,from_acf,none
tambo-ai__tambo,OpenAI_Codex,.claude/skills/compound-components/SKILL.md,5,2026-01-30 23:49:52 -0500,2026-04-02 16:03:01 -0700,,386,461,rename_or_move|rename_or_move|minor_fix|rename_or_move,unknown,none
tambo-ai__tambo,OpenAI_Codex,.claude/skills/creating-styled-wrappers/SKILL.md,4,2026-02-06 22:57:59 -0500,2026-04-02 16:03:01 -0700,,252,248,rename_or_move|minor_fix|rename_or_move,unknown,none
tambo-ai__tambo,OpenAI_Codex,.claude/skills/validating-accessibility/SKILL.md,1,2026-04-06 15:01:12 -0500,2026-04-06 15:01:12 -0500,,0,0,,unknown,none
gustavoguichard__string-ts,OpenAI_Codex,.claude/skills/string-ts-usage/SKILL.md,1,2026-03-17 10:23:16 -0300,2026-03-17 10:23:16 -0300,,0,0,,scratch,none
temporalio__ui,OpenAI_Codex,.claude/skills/auth-testing/SKILL.md,3,2026-02-06 09:10:57 -0600,2026-02-09 09:20:01 -0500,,162,160,content_update|content_update,marketplace,marketplace_to_custom
temporalio__ui,OpenAI_Codex,.claude/skills/local-temporal/SKILL.md,1,2026-04-20 12:57:00 -0400,2026-04-20 12:57:00 -0400,,0,0,,marketplace,none
temporalio__ui,OpenAI_Codex,.claude/skills/setup-worktree/SKILL.md,1,2026-04-21 13:04:15 -0400,2026-04-21 13:04:15 -0400,,0,0,,scratch,none
temporalio__ui,OpenAI_Codex,.claude/skills/svelte-migrate/SKILL.md,2,2026-01-07 15:48:07 -0600,2026-01-08 10:17:38 -0700,,27,1,content_update,unknown,none
ktorio__ktor,OpenAI_Codex,.claude/skills/fix-bug/SKILL.md,3,2026-02-26 17:11:54 +0100,2026-04-23 15:19:00 +0200,55.0,272,2,content_update|minor_fix,unknown,none
logiscape__mcp-sdk-php,OpenAI_Codex,.claude/skills/bug-review/SKILL.md,2,2026-03-22 03:50:33 -0400,2026-03-22 23:08:25 -0400,,2,7,content_update,scratch,none
stargately__beancount-mobile,OpenAI_Codex,skills/.claude/skills/beancount-init/SKILL.md,1,2026-05-01 19:37:07 -0700,2026-05-01 19:37:07 -0700,,0,0,,scratch,none
stargately__beancount-mobile,OpenAI_Codex,skills/.claude/skills/beancount-options/SKILL.md,1,2026-05-02 17:56:54 -0700,2026-05-02 17:56:54 -0700,,0,0,,scratch,none
roboflow__inference,OpenAI_Codex,.claude/skills/add-inference-model/SKILL.md,1,2026-04-23 13:23:22 -0500,2026-04-23 13:23:22 -0500,,0,0,,scratch,none
okteto__okteto,OpenAI_Codex,.claude/skills/fix-cves/SKILL.md,2,2026-01-29 16:15:54 +0100,2026-02-06 14:01:45 +0100,7.0,14,2,content_update,from_acf,none
okteto__okteto,OpenAI_Codex,.claude/skills/lessons/SKILL.md,1,2026-03-23 15:06:36 +0100,2026-03-23 15:06:36 +0100,0.0,0,0,,scratch,none
okteto__okteto,OpenAI_Codex,.claude/skills/lint-check/SKILL.md,1,2026-02-12 15:28:51 +0100,2026-02-12 15:28:51 +0100,0.0,0,0,,scratch,none
okteto__okteto,OpenAI_Codex,.claude/skills/new-feature/SKILL.md,1,2026-02-12 15:28:51 +0100,2026-02-12 15:28:51 +0100,0.0,0,0,,unknown,none
pelikan-io__pelikan,OpenAI_Codex,.claude/skills/pr/SKILL.md,1,2026-03-20 16:38:06 -0700,2026-03-20 16:38:06 -0700,,0,0,,unknown,none
pelikan-io__pelikan,OpenAI_Codex,.claude/skills/release/SKILL.md,1,2026-03-20 16:38:06 -0700,2026-03-20 16:38:06 -0700,,0,0,,unknown,none
neoneye__PlanExe,OpenAI_Codex,experiments/napkin_math/.claude/skills/extract-parameters-from-digest/SKILL.md,6,2026-05-16 00:08:08 +0200,2026-05-16 14:53:22 +0200,0.0,113,6,minor_fix|rename_or_move|content_update|rename_or_move|rename_or_move,scratch,none
neoneye__PlanExe,OpenAI_Codex,experiments/napkin_math/.claude/skills/extract-parameters-from-full/SKILL.md,3,2026-05-15 23:20:04 +0200,2026-05-16 14:53:22 +0200,0.0,51,0,rename_or_move|rename_or_move,scratch,none
neoneye__PlanExe,OpenAI_Codex,experiments/napkin_math/.claude/skills/generate-bounds/SKILL.md,6,2026-05-15 23:20:04 +0200,2026-05-20 01:52:55 +0200,4.0,37,8,rename_or_move|rename_or_move|content_update|minor_fix|minor_fix,scratch,none
neoneye__PlanExe,OpenAI_Codex,experiments/napkin_math/.claude/skills/generate-calculations/SKILL.md,2,2026-05-15 23:20:04 +0200,2026-05-16 14:53:22 +0200,0.0,4,4,rename_or_move,unknown,none
neoneye__PlanExe,OpenAI_Codex,experiments/napkin_math/.claude/skills/monte-carlo/SKILL.md,6,2026-05-15 23:20:04 +0200,2026-05-16 14:53:22 +0200,0.0,74,68,content_update|minor_fix|rename_or_move|rename_or_move|rename_or_move,unknown,none
